# R [Å] 	 single electron WF 	 density 	 V [a.u.]
1.81201e+01	1.40746e-08	3.96189e-16	-4.51246e-07
1.81324e+01	1.38902e-08	3.85875e-16	-4.47093e-07
1.81448e+01	1.37082e-08	3.75829e-16	-4.42978e-07
1.81571e+01	1.35286e-08	3.66045e-16	-4.38901e-07
1.81695e+01	1.33513e-08	3.56516e-16	-4.34862e-07
1.81818e+01	1.31764e-08	3.47235e-16	-4.30860e-07
1.81942e+01	1.30038e-08	3.38195e-16	-4.26896e-07
1.82065e+01	1.28334e-08	3.29391e-16	-4.22967e-07
1.82189e+01	1.26652e-08	3.20816e-16	-4.19075e-07
1.82312e+01	1.24993e-08	3.12464e-16	-4.15219e-07
1.82436e+01	1.23355e-08	3.04330e-16	-4.11399e-07
1.82559e+01	1.21739e-08	2.96407e-16	-4.07614e-07
1.82683e+01	1.20144e-08	2.88691e-16	-4.03864e-07
1.82806e+01	1.18570e-08	2.81176e-16	-4.00148e-07
1.82930e+01	1.17016e-08	2.73856e-16	-3.96467e-07
1.83053e+01	1.15483e-08	2.66726e-16	-3.92819e-07
1.83177e+01	1.13970e-08	2.59783e-16	-3.89206e-07
1.83300e+01	1.12477e-08	2.53020e-16	-3.85626e-07
1.83424e+01	1.11003e-08	2.46433e-16	-3.82078e-07
1.83547e+01	1.09549e-08	2.40018e-16	-3.78564e-07
1.83671e+01	1.08113e-08	2.33769e-16	-3.75082e-07
1.83794e+01	1.06697e-08	2.27684e-16	-3.71632e-07
1.83918e+01	1.05299e-08	2.21756e-16	-3.68214e-07
1.84042e+01	1.03919e-08	2.15983e-16	-3.64828e-07
1.84165e+01	1.02557e-08	2.10361e-16	-3.61472e-07
1.84289e+01	1.01214e-08	2.04884e-16	-3.58148e-07
1.84412e+01	9.98876e-09	1.99551e-16	-3.54854e-07
1.84536e+01	9.85788e-09	1.94356e-16	-3.51591e-07
1.84659e+01	9.72872e-09	1.89296e-16	-3.48358e-07
1.84783e+01	9.60125e-09	1.84368e-16	-3.45155e-07
1.84906e+01	9.47545e-09	1.79568e-16	-3.41981e-07
1.85030e+01	9.35130e-09	1.74894e-16	-3.38837e-07
1.85153e+01	9.22878e-09	1.70341e-16	-3.35721e-07
1.85277e+01	9.10786e-09	1.65906e-16	-3.32635e-07
1.85400e+01	8.98853e-09	1.61587e-16	-3.29577e-07
1.85524e+01	8.87076e-09	1.57381e-16	-3.26547e-07
1.85647e+01	8.75453e-09	1.53284e-16	-3.23545e-07
1.85771e+01	8.63982e-09	1.49293e-16	-3.20570e-07
1.85894e+01	8.52662e-09	1.45407e-16	-3.17623e-07
1.86018e+01	8.41490e-09	1.41621e-16	-3.14704e-07
1.86141e+01	8.30465e-09	1.37934e-16	-3.11811e-07
1.86265e+01	8.19584e-09	1.34344e-16	-3.08945e-07
1.86388e+01	8.08846e-09	1.30846e-16	-3.06105e-07
1.86512e+01	7.98248e-09	1.27440e-16	-3.03292e-07
1.86635e+01	7.87789e-09	1.24122e-16	-3.00504e-07
1.86759e+01	7.77467e-09	1.20891e-16	-2.97742e-07
1.86882e+01	7.67280e-09	1.17744e-16	-2.95006e-07
1.87006e+01	7.57227e-09	1.14679e-16	-2.92295e-07
1.87129e+01	7.47306e-09	1.11693e-16	-2.89609e-07
1.87253e+01	7.37514e-09	1.08785e-16	-2.86947e-07
1.87376e+01	7.27851e-09	1.05953e-16	-2.84311e-07
1.87500e+01	7.18315e-09	1.03195e-16	-2.81698e-07
1.87624e+01	7.08903e-09	1.00509e-16	-2.79110e-07
1.87747e+01	6.99615e-09	9.78922e-17	-2.76545e-07
1.87871e+01	6.90448e-09	9.53438e-17	-2.74004e-07
1.87994e+01	6.81402e-09	9.28617e-17	-2.71487e-07
1.88118e+01	6.72474e-09	9.04442e-17	-2.68993e-07
1.88241e+01	6.63663e-09	8.80897e-17	-2.66521e-07
1.88365e+01	6.54967e-09	8.57965e-17	-2.64073e-07
1.88488e+01	6.46386e-09	8.35629e-17	-2.61647e-07
1.88612e+01	6.37917e-09	8.13875e-17	-2.59243e-07
1.88735e+01	6.29558e-09	7.92688e-17	-2.56862e-07
1.88859e+01	6.21310e-09	7.72052e-17	-2.54502e-07
1.88982e+01	6.13169e-09	7.51953e-17	-2.52165e-07
1.89106e+01	6.05135e-09	7.32377e-17	-2.49849e-07
1.89229e+01	5.97207e-09	7.13311e-17	-2.47554e-07
1.89353e+01	5.89382e-09	6.94742e-17	-2.45280e-07
1.89476e+01	5.81660e-09	6.76656e-17	-2.43027e-07
1.89600e+01	5.74038e-09	6.59040e-17	-2.40795e-07
1.89723e+01	5.66517e-09	6.41884e-17	-2.38584e-07
1.89847e+01	5.59095e-09	6.25173e-17	-2.36393e-07
1.89970e+01	5.51769e-09	6.08898e-17	-2.34222e-07
1.90094e+01	5.44540e-09	5.93047e-17	-2.32071e-07
1.90217e+01	5.37405e-09	5.77608e-17	-2.29940e-07
1.90341e+01	5.30364e-09	5.62571e-17	-2.27829e-07
1.90464e+01	5.23415e-09	5.47926e-17	-2.25737e-07
1.90588e+01	5.16557e-09	5.33662e-17	-2.23664e-07
1.90711e+01	5.09789e-09	5.19769e-17	-2.21611e-07
1.90835e+01	5.03109e-09	5.06238e-17	-2.19576e-07
1.90958e+01	4.96517e-09	4.93059e-17	-2.17560e-07
1.91082e+01	4.90012e-09	4.80223e-17	-2.15563e-07
1.91206e+01	4.83592e-09	4.67722e-17	-2.13584e-07
1.91329e+01	4.77255e-09	4.55545e-17	-2.11623e-07
1.91453e+01	4.71002e-09	4.43686e-17	-2.09680e-07
1.91576e+01	4.64831e-09	4.32136e-17	-2.07756e-07
1.91700e+01	4.58741e-09	4.20886e-17	-2.05849e-07
1.91823e+01	4.52730e-09	4.09929e-17	-2.03959e-07
1.91947e+01	4.46798e-09	3.99257e-17	-2.02087e-07
1.92070e+01	4.40944e-09	3.88863e-17	-2.00232e-07
1.92194e+01	4.35167e-09	3.78740e-17	-1.98394e-07
1.92317e+01	4.29465e-09	3.68880e-17	-1.96574e-07
1.92441e+01	4.23838e-09	3.59277e-17	-1.94769e-07
1.92564e+01	4.18285e-09	3.49924e-17	-1.92982e-07
1.92688e+01	4.12804e-09	3.40815e-17	-1.91211e-07
1.92811e+01	4.07396e-09	3.31942e-17	-1.89456e-07
1.92935e+01	4.02058e-09	3.23301e-17	-1.87718e-07
1.93058e+01	3.96790e-09	3.14884e-17	-1.85995e-07
1.93182e+01	3.91591e-09	3.06687e-17	-1.84288e-07
1.93305e+01	3.86460e-09	2.98703e-17	-1.82597e-07
1.93429e+01	3.81397e-09	2.90927e-17	-1.80922e-07
1.93552e+01	3.76400e-09	2.83353e-17	-1.79262e-07
1.93676e+01	3.71468e-09	2.75977e-17	-1.77617e-07
1.93799e+01	3.66601e-09	2.68792e-17	-1.75988e-07
1.93923e+01	3.61797e-09	2.61795e-17	-1.74373e-07
1.94046e+01	3.57057e-09	2.54980e-17	-1.72773e-07
1.94170e+01	3.52379e-09	2.48342e-17	-1.71188e-07
1.94293e+01	3.47762e-09	2.41877e-17	-1.69618e-07
1.94417e+01	3.43205e-09	2.35580e-17	-1.68062e-07
1.94541e+01	3.38709e-09	2.29447e-17	-1.66520e-07
1.94664e+01	3.34271e-09	2.23474e-17	-1.64993e-07
1.94788e+01	3.29891e-09	2.17656e-17	-1.63480e-07
1.94911e+01	3.25569e-09	2.11990e-17	-1.61980e-07
1.95035e+01	3.21303e-09	2.06471e-17	-1.60494e-07
1.95158e+01	3.17093e-09	2.01096e-17	-1.59022e-07
1.95282e+01	3.12938e-09	1.95861e-17	-1.57564e-07
1.95405e+01	3.08838e-09	1.90762e-17	-1.56119e-07
1.95529e+01	3.04792e-09	1.85796e-17	-1.54687e-07
1.95652e+01	3.00798e-09	1.80959e-17	-1.53269e-07
1.95776e+01	2.96857e-09	1.76248e-17	-1.51863e-07
1.95899e+01	2.92968e-09	1.71660e-17	-1.50470e-07
1.96023e+01	2.89129e-09	1.67191e-17	-1.49091e-07
1.96146e+01	2.85341e-09	1.62839e-17	-1.47723e-07
1.96270e+01	2.81602e-09	1.58600e-17	-1.46369e-07
1.96393e+01	2.77913e-09	1.54471e-17	-1.45027e-07
1.96517e+01	2.74271e-09	1.50449e-17	-1.43697e-07
1.96640e+01	2.70678e-09	1.46533e-17	-1.42380e-07
1.96764e+01	2.67131e-09	1.42718e-17	-1.41074e-07
1.96887e+01	2.63631e-09	1.39003e-17	-1.39781e-07
1.97011e+01	2.60177e-09	1.35384e-17	-1.38499e-07
1.97134e+01	2.56768e-09	1.31860e-17	-1.37230e-07
1.97258e+01	2.53404e-09	1.28427e-17	-1.35972e-07
1.97381e+01	2.50084e-09	1.25084e-17	-1.34725e-07
1.97505e+01	2.46807e-09	1.21827e-17	-1.33490e-07
1.97628e+01	2.43573e-09	1.18656e-17	-1.32267e-07
1.97752e+01	2.40382e-09	1.15567e-17	-1.31054e-07
1.97875e+01	2.37232e-09	1.12558e-17	-1.29853e-07
1.97999e+01	2.34124e-09	1.09628e-17	-1.28663e-07
1.98123e+01	2.31056e-09	1.06774e-17	-1.27484e-07
1.98246e+01	2.28029e-09	1.03994e-17	-1.26315e-07
1.98370e+01	2.25041e-09	1.01287e-17	-1.25157e-07
1.98493e+01	2.22093e-09	9.86504e-18	-1.24010e-07
1.98617e+01	2.19183e-09	9.60822e-18	-1.22874e-07
1.98740e+01	2.16311e-09	9.35809e-18	-1.21748e-07
1.98864e+01	2.13477e-09	9.11447e-18	-1.20632e-07
1.98987e+01	2.10680e-09	8.87719e-18	-1.19527e-07
1.99111e+01	2.07919e-09	8.64610e-18	-1.18432e-07
1.99234e+01	2.05195e-09	8.42101e-18	-1.17346e-07
1.99358e+01	2.02507e-09	8.20179e-18	-1.16271e-07
1.99481e+01	1.99853e-09	7.98827e-18	-1.15206e-07
1.99605e+01	1.97235e-09	7.78031e-18	-1.14150e-07
1.99728e+01	1.94651e-09	7.57777e-18	-1.13104e-07
1.99852e+01	1.92100e-09	7.38050e-18	-1.12068e-07
1.99975e+01	1.89583e-09	7.18836e-18	-1.11041e-07
2.00099e+01	1.87099e-09	7.00123e-18	-1.10024e-07
2.00222e+01	1.84648e-09	6.81896e-18	-1.09016e-07
2.00346e+01	1.82229e-09	6.64145e-18	-1.08017e-07
2.00469e+01	1.79841e-09	6.46855e-18	-1.07028e-07
2.00593e+01	1.77485e-09	6.30015e-18	-1.06048e-07
2.00716e+01	1.75159e-09	6.13614e-18	-1.05076e-07
2.00840e+01	1.72864e-09	5.97640e-18	-1.04114e-07
2.00963e+01	1.70599e-09	5.82082e-18	-1.03160e-07
2.01087e+01	1.68364e-09	5.66928e-18	-1.02215e-07
2.01210e+01	1.66158e-09	5.52170e-18	-1.01279e-07
2.01334e+01	1.63981e-09	5.37795e-18	-1.00351e-07
2.01458e+01	1.61832e-09	5.23795e-18	-9.94323e-08
2.01581e+01	1.59712e-09	5.10159e-18	-9.85216e-08
2.01705e+01	1.57619e-09	4.96878e-18	-9.76194e-08
2.01828e+01	1.55554e-09	4.83942e-18	-9.67254e-08
2.01952e+01	1.53516e-09	4.71344e-18	-9.58396e-08
2.02075e+01	1.51505e-09	4.59074e-18	-9.49620e-08
2.02199e+01	1.49520e-09	4.47122e-18	-9.40924e-08
2.02322e+01	1.47561e-09	4.35483e-18	-9.32308e-08
2.02446e+01	1.45627e-09	4.24146e-18	-9.23771e-08
2.02569e+01	1.43719e-09	4.13104e-18	-9.15313e-08
2.02693e+01	1.41836e-09	4.02350e-18	-9.06932e-08
2.02816e+01	1.39978e-09	3.91875e-18	-8.98629e-08
2.02940e+01	1.38144e-09	3.81674e-18	-8.90401e-08
2.03063e+01	1.36334e-09	3.71737e-18	-8.82249e-08
2.03187e+01	1.34547e-09	3.62060e-18	-8.74172e-08
2.03310e+01	1.32785e-09	3.52635e-18	-8.66169e-08
2.03434e+01	1.31045e-09	3.43454e-18	-8.58240e-08
2.03557e+01	1.29328e-09	3.34513e-18	-8.50383e-08
2.03681e+01	1.27633e-09	3.25805e-18	-8.42599e-08
2.03804e+01	1.25961e-09	3.17323e-18	-8.34886e-08
2.03928e+01	1.24311e-09	3.09062e-18	-8.27243e-08
2.04051e+01	1.22682e-09	3.01017e-18	-8.19671e-08
2.04175e+01	1.21074e-09	2.93180e-18	-8.12169e-08
2.04298e+01	1.19488e-09	2.85548e-18	-8.04735e-08
2.04422e+01	1.17922e-09	2.78114e-18	-7.97369e-08
2.04545e+01	1.16377e-09	2.70874e-18	-7.90072e-08
2.04669e+01	1.14853e-09	2.63822e-18	-7.82841e-08
2.04792e+01	1.13348e-09	2.56954e-18	-7.75676e-08
2.04916e+01	1.11863e-09	2.50265e-18	-7.68577e-08
2.05040e+01	1.10397e-09	2.43750e-18	-7.61544e-08
2.05163e+01	1.08951e-09	2.37404e-18	-7.54575e-08
2.05287e+01	1.07523e-09	2.31224e-18	-7.47670e-08
2.05410e+01	1.06114e-09	2.25205e-18	-7.40828e-08
2.05534e+01	1.04724e-09	2.19342e-18	-7.34049e-08
2.05657e+01	1.03352e-09	2.13632e-18	-7.27332e-08
2.05781e+01	1.01998e-09	2.08070e-18	-7.20677e-08
2.05904e+01	1.00661e-09	2.02654e-18	-7.14083e-08
2.06028e+01	9.93423e-10	1.97378e-18	-7.07550e-08
2.06151e+01	9.80407e-10	1.92240e-18	-7.01076e-08
2.06275e+01	9.67561e-10	1.87235e-18	-6.94662e-08
2.06398e+01	9.54884e-10	1.82361e-18	-6.88307e-08
2.06522e+01	9.42373e-10	1.77613e-18	-6.82009e-08
2.06645e+01	9.30026e-10	1.72990e-18	-6.75770e-08
2.06769e+01	9.17840e-10	1.68486e-18	-6.69588e-08
2.06892e+01	9.05814e-10	1.64100e-18	-6.63463e-08
2.07016e+01	8.93946e-10	1.59828e-18	-6.57394e-08
2.07139e+01	8.82233e-10	1.55667e-18	-6.51380e-08
2.07263e+01	8.70674e-10	1.51615e-18	-6.45422e-08
2.07386e+01	8.59266e-10	1.47668e-18	-6.39518e-08
2.07510e+01	8.48008e-10	1.43823e-18	-6.33669e-08
2.07633e+01	8.36897e-10	1.40079e-18	-6.27873e-08
2.07757e+01	8.25932e-10	1.36433e-18	-6.22131e-08
2.07880e+01	8.15110e-10	1.32881e-18	-6.16441e-08
2.08004e+01	8.04430e-10	1.29422e-18	-6.10803e-08
2.08127e+01	7.93890e-10	1.26052e-18	-6.05217e-08
2.08251e+01	7.83488e-10	1.22771e-18	-5.99682e-08
2.08375e+01	7.73223e-10	1.19575e-18	-5.94198e-08
2.08498e+01	7.63092e-10	1.16462e-18	-5.88764e-08
2.08622e+01	7.53094e-10	1.13430e-18	-5.83380e-08
2.08745e+01	7.43226e-10	1.10477e-18	-5.78045e-08
2.08869e+01	7.33488e-10	1.07601e-18	-5.72760e-08
2.08992e+01	7.23878e-10	1.04800e-18	-5.67522e-08
2.09116e+01	7.14394e-10	1.02072e-18	-5.62333e-08
2.09239e+01	7.05033e-10	9.94144e-19	-5.57191e-08
2.09363e+01	6.95796e-10	9.68264e-19	-5.52097e-08
2.09486e+01	6.86679e-10	9.43057e-19	-5.47049e-08
2.09610e+01	6.77682e-10	9.18506e-19	-5.42048e-08
2.09733e+01	6.68803e-10	8.94595e-19	-5.37092e-08
2.09857e+01	6.60040e-10	8.71306e-19	-5.32182e-08
2.09980e+01	6.51392e-10	8.48623e-19	-5.27317e-08
2.10104e+01	6.42857e-10	8.26531e-19	-5.22496e-08
2.10227e+01	6.34434e-10	8.05014e-19	-5.17720e-08
2.10351e+01	6.26122e-10	7.84057e-19	-5.12987e-08
2.10474e+01	6.17918e-10	7.63646e-19	-5.08298e-08
2.10598e+01	6.09822e-10	7.43766e-19	-5.03651e-08
2.10721e+01	6.01832e-10	7.24403e-19	-4.99048e-08
2.10845e+01	5.93947e-10	7.05545e-19	-4.94486e-08
2.10968e+01	5.86164e-10	6.87178e-19	-4.89967e-08
2.11092e+01	5.78484e-10	6.69288e-19	-4.85488e-08
2.11215e+01	5.70905e-10	6.51865e-19	-4.81051e-08
2.11339e+01	5.63425e-10	6.34895e-19	-4.76655e-08
2.11462e+01	5.56043e-10	6.18367e-19	-4.72298e-08
2.11586e+01	5.48757e-10	6.02269e-19	-4.67982e-08
2.11709e+01	5.41567e-10	5.86590e-19	-4.63705e-08
2.11833e+01	5.34471e-10	5.71319e-19	-4.59468e-08
2.11957e+01	5.27468e-10	5.56446e-19	-4.55269e-08
2.12080e+01	5.20557e-10	5.41960e-19	-4.51108e-08
2.12204e+01	5.13737e-10	5.27851e-19	-4.46986e-08
2.12327e+01	5.07006e-10	5.14110e-19	-4.42902e-08
2.12451e+01	5.00363e-10	5.00726e-19	-4.38855e-08
2.12574e+01	4.93807e-10	4.87691e-19	-4.34845e-08
2.12698e+01	4.87337e-10	4.74994e-19	-4.30872e-08
2.12821e+01	4.80952e-10	4.62629e-19	-4.26935e-08
2.12945e+01	4.74650e-10	4.50585e-19	-4.23034e-08
2.13068e+01	4.68431e-10	4.38855e-19	-4.19169e-08
2.13192e+01	4.62294e-10	4.27431e-19	-4.15340e-08
2.13315e+01	4.56236e-10	4.16303e-19	-4.11545e-08
2.13439e+01	4.50259e-10	4.05466e-19	-4.07786e-08
2.13562e+01	4.44359e-10	3.94910e-19	-4.04060e-08
2.13686e+01	4.38537e-10	3.84630e-19	-4.00369e-08
2.13809e+01	4.32791e-10	3.74617e-19	-3.96712e-08
2.13933e+01	4.27121e-10	3.64864e-19	-3.93088e-08
2.14056e+01	4.21524e-10	3.55366e-19	-3.89497e-08
2.14180e+01	4.16001e-10	3.46114e-19	-3.85940e-08
2.14303e+01	4.10551e-10	3.37104e-19	-3.82414e-08
2.14427e+01	4.05172e-10	3.28328e-19	-3.78921e-08
2.14550e+01	3.99863e-10	3.19781e-19	-3.75460e-08
2.14674e+01	3.94624e-10	3.11456e-19	-3.72031e-08
2.14797e+01	3.89453e-10	3.03348e-19	-3.68633e-08
2.14921e+01	3.84351e-10	2.95451e-19	-3.65267e-08
2.15044e+01	3.79315e-10	2.87759e-19	-3.61931e-08
2.15168e+01	3.74345e-10	2.80268e-19	-3.58626e-08
2.15292e+01	3.69440e-10	2.72972e-19	-3.55350e-08
2.15415e+01	3.64600e-10	2.65866e-19	-3.52105e-08
2.15539e+01	3.59822e-10	2.58944e-19	-3.48890e-08
2.15662e+01	3.55108e-10	2.52203e-19	-3.45704e-08
2.15786e+01	3.50455e-10	2.45638e-19	-3.42547e-08
2.15909e+01	3.45863e-10	2.39243e-19	-3.39419e-08
2.16033e+01	3.41332e-10	2.33015e-19	-3.36320e-08
2.16156e+01	3.36860e-10	2.26949e-19	-3.33249e-08
2.16280e+01	3.32446e-10	2.21041e-19	-3.30207e-08
2.16403e+01	3.28090e-10	2.15286e-19	-3.27192e-08
2.16527e+01	3.23791e-10	2.09682e-19	-3.24204e-08
2.16650e+01	3.19549e-10	2.04223e-19	-3.21245e-08
2.16774e+01	3.15362e-10	1.98907e-19	-3.18312e-08
2.16897e+01	3.11230e-10	1.93728e-19	-3.15406e-08
2.17021e+01	3.07152e-10	1.88685e-19	-3.12526e-08
2.17144e+01	3.03128e-10	1.83773e-19	-3.09673e-08
2.17268e+01	2.99156e-10	1.78989e-19	-3.06846e-08
2.17391e+01	2.95237e-10	1.74329e-19	-3.04045e-08
2.17515e+01	2.91368e-10	1.69791e-19	-3.01270e-08
2.17638e+01	2.87551e-10	1.65371e-19	-2.98520e-08
2.17762e+01	2.83783e-10	1.61066e-19	-2.95795e-08
2.17885e+01	2.80065e-10	1.56873e-19	-2.93095e-08
2.18009e+01	2.76395e-10	1.52789e-19	-2.90420e-08
2.18132e+01	2.72774e-10	1.48811e-19	-2.87769e-08
2.18256e+01	2.69200e-10	1.44937e-19	-2.85143e-08
2.18379e+01	2.65673e-10	1.41164e-19	-2.82540e-08
2.18503e+01	2.62192e-10	1.37489e-19	-2.79961e-08
2.18626e+01	2.58757e-10	1.33910e-19	-2.77406e-08
2.18750e+01	2.55366e-10	1.30424e-19	-2.74875e-08
2.18874e+01	2.52020e-10	1.27029e-19	-2.72366e-08
2.18997e+01	2.48718e-10	1.23722e-19	-2.69881e-08
2.19121e+01	2.45460e-10	1.20501e-19	-2.67418e-08
2.19244e+01	2.42244e-10	1.17364e-19	-2.64978e-08
2.19368e+01	2.39070e-10	1.14309e-19	-2.62560e-08
2.19491e+01	2.35937e-10	1.11333e-19	-2.60164e-08
2.19615e+01	2.32846e-10	1.08434e-19	-2.57790e-08
2.19738e+01	2.29795e-10	1.05612e-19	-2.55438e-08
2.19862e+01	2.26784e-10	1.02862e-19	-2.53107e-08
2.19985e+01	2.23813e-10	1.00184e-19	-2.50798e-08
2.20109e+01	2.20880e-10	9.75763e-20	-2.48510e-08
2.20232e+01	2.17986e-10	9.50361e-20	-2.46242e-08
2.20356e+01	2.15130e-10	9.25620e-20	-2.43996e-08
2.20479e+01	2.12311e-10	9.01523e-20	-2.41770e-08
2.20603e+01	2.09530e-10	8.78054e-20	-2.39564e-08
2.20726e+01	2.06784e-10	8.55196e-20	-2.37378e-08
2.20850e+01	2.04075e-10	8.32932e-20	-2.35213e-08
2.20973e+01	2.01401e-10	8.11249e-20	-2.33067e-08
2.21097e+01	1.98762e-10	7.90129e-20	-2.30941e-08
2.21220e+01	1.96158e-10	7.69560e-20	-2.28835e-08
2.21344e+01	1.93588e-10	7.49526e-20	-2.26747e-08
2.21467e+01	1.91052e-10	7.30014e-20	-2.24679e-08
2.21591e+01	1.88548e-10	7.11009e-20	-2.22630e-08
2.21714e+01	1.86078e-10	6.92500e-20	-2.20599e-08
2.21838e+01	1.83640e-10	6.74472e-20	-2.18587e-08
2.21961e+01	1.81234e-10	6.56913e-20	-2.16593e-08
2.22085e+01	1.78859e-10	6.39812e-20	-2.14618e-08
2.22208e+01	1.76516e-10	6.23156e-20	-2.12661e-08
2.22332e+01	1.74203e-10	6.06933e-20	-2.10721e-08
2.22456e+01	1.71920e-10	5.91133e-20	-2.08799e-08
2.22579e+01	1.69668e-10	5.75744e-20	-2.06895e-08
2.22703e+01	1.67445e-10	5.60756e-20	-2.05008e-08
2.22826e+01	1.65251e-10	5.46157e-20	-2.03139e-08
2.22950e+01	1.63086e-10	5.31939e-20	-2.01286e-08
2.23073e+01	1.60949e-10	5.18091e-20	-1.99451e-08
2.23197e+01	1.58840e-10	5.04604e-20	-1.97632e-08
2.23320e+01	1.56759e-10	4.91468e-20	-1.95830e-08
2.23444e+01	1.54705e-10	4.78673e-20	-1.94045e-08
2.23567e+01	1.52678e-10	4.66212e-20	-1.92275e-08
2.23691e+01	1.50678e-10	4.54075e-20	-1.90522e-08
2.23814e+01	1.48703e-10	4.42254e-20	-1.88785e-08
2.23938e+01	1.46755e-10	4.30741e-20	-1.87064e-08
2.24061e+01	1.44832e-10	4.19528e-20	-1.85358e-08
2.24185e+01	1.42935e-10	4.08606e-20	-1.83669e-08
2.24308e+01	1.41062e-10	3.97969e-20	-1.81994e-08
2.24432e+01	1.39214e-10	3.87608e-20	-1.80335e-08
2.24555e+01	1.37390e-10	3.77518e-20	-1.78691e-08
2.24679e+01	1.35589e-10	3.67690e-20	-1.77062e-08
2.24802e+01	1.33813e-10	3.58118e-20	-1.75448e-08
2.24926e+01	1.32060e-10	3.48795e-20	-1.73849e-08
2.25049e+01	1.30329e-10	3.39715e-20	-1.72264e-08
2.25173e+01	1.28622e-10	3.30871e-20	-1.70694e-08
2.25296e+01	1.26936e-10	3.22257e-20	-1.69138e-08
2.25420e+01	1.25273e-10	3.13868e-20	-1.67596e-08
2.25543e+01	1.23632e-10	3.05697e-20	-1.66069e-08
2.25667e+01	1.22012e-10	2.97739e-20	-1.64555e-08
2.25791e+01	1.20413e-10	2.89988e-20	-1.63055e-08
2.25914e+01	1.18836e-10	2.82439e-20	-1.61569e-08
2.26038e+01	1.17279e-10	2.75086e-20	-1.60097e-08
2.26161e+01	1.15742e-10	2.67925e-20	-1.58637e-08
2.26285e+01	1.14226e-10	2.60950e-20	-1.57192e-08
2.26408e+01	1.12729e-10	2.54157e-20	-1.55759e-08
2.26532e+01	1.11252e-10	2.47540e-20	-1.54340e-08
2.26655e+01	1.09794e-10	2.41096e-20	-1.52933e-08
2.26779e+01	1.08356e-10	2.34819e-20	-1.51540e-08
2.26902e+01	1.06936e-10	2.28706e-20	-1.50159e-08
2.27026e+01	1.05535e-10	2.22753e-20	-1.48791e-08
2.27149e+01	1.04152e-10	2.16954e-20	-1.47435e-08
2.27273e+01	1.02788e-10	2.11306e-20	-1.46091e-08
2.27396e+01	1.01441e-10	2.05805e-20	-1.44760e-08
2.27520e+01	1.00112e-10	2.00447e-20	-1.43441e-08
2.27643e+01	9.88000e-11	1.95229e-20	-1.42134e-08
2.27767e+01	9.75055e-11	1.90146e-20	-1.40839e-08
2.27890e+01	9.62280e-11	1.85196e-20	-1.39556e-08
2.28014e+01	9.49671e-11	1.80375e-20	-1.38285e-08
2.28137e+01	9.37229e-11	1.75679e-20	-1.37025e-08
2.28261e+01	9.24949e-11	1.71106e-20	-1.35777e-08
2.28384e+01	9.12830e-11	1.66652e-20	-1.34540e-08
2.28508e+01	9.00870e-11	1.62313e-20	-1.33314e-08
2.28631e+01	8.89066e-11	1.58088e-20	-1.32100e-08
2.28755e+01	8.77417e-11	1.53972e-20	-1.30896e-08
2.28878e+01	8.65921e-11	1.49964e-20	-1.29704e-08
2.29002e+01	8.54575e-11	1.46060e-20	-1.28523e-08
2.29125e+01	8.43379e-11	1.42257e-20	-1.27352e-08
2.29249e+01	8.32328e-11	1.38554e-20	-1.26192e-08
2.29373e+01	8.21423e-11	1.34947e-20	-1.25042e-08
2.29496e+01	8.10660e-11	1.31434e-20	-1.23904e-08
2.29620e+01	8.00039e-11	1.28012e-20	-1.22775e-08
2.29743e+01	7.89556e-11	1.24680e-20	-1.21657e-08
2.29867e+01	7.79211e-11	1.21434e-20	-1.20549e-08
2.29990e+01	7.69002e-11	1.18273e-20	-1.19451e-08
2.30114e+01	7.58926e-11	1.15194e-20	-1.18363e-08
2.30237e+01	7.48983e-11	1.12195e-20	-1.17285e-08
2.30361e+01	7.39169e-11	1.09274e-20	-1.16217e-08
2.30484e+01	7.29484e-11	1.06429e-20	-1.15159e-08
2.30608e+01	7.19926e-11	1.03659e-20	-1.14110e-08
2.30731e+01	7.10494e-11	1.00960e-20	-1.13071e-08
2.30855e+01	7.01185e-11	9.83320e-21	-1.12041e-08
2.30978e+01	6.91997e-11	9.57721e-21	-1.11021e-08
2.31102e+01	6.82931e-11	9.32789e-21	-1.10010e-08
2.31225e+01	6.73983e-11	9.08505e-21	-1.09009e-08
2.31349e+01	6.65152e-11	8.84854e-21	-1.08016e-08
2.31472e+01	6.56437e-11	8.61819e-21	-1.07033e-08
2.31596e+01	6.47836e-11	8.39383e-21	-1.06058e-08
2.31719e+01	6.39348e-11	8.17532e-21	-1.05092e-08
2.31843e+01	6.30971e-11	7.96249e-21	-1.04136e-08
2.31966e+01	6.22704e-11	7.75520e-21	-1.03188e-08
2.32090e+01	6.14545e-11	7.55331e-21	-1.02248e-08
2.32213e+01	6.06493e-11	7.35667e-21	-1.01317e-08
2.32337e+01	5.98547e-11	7.16516e-21	-1.00395e-08
2.32460e+01	5.90704e-11	6.97863e-21	-9.94811e-09
2.32584e+01	5.82965e-11	6.79695e-21	-9.85755e-09
2.32708e+01	5.75326e-11	6.62001e-21	-9.76781e-09
2.32831e+01	5.67788e-11	6.44767e-21	-9.67890e-09
2.32955e+01	5.60349e-11	6.27982e-21	-9.59080e-09
2.33078e+01	5.53007e-11	6.11634e-21	-9.50350e-09
2.33202e+01	5.45761e-11	5.95711e-21	-9.41700e-09
2.33325e+01	5.38611e-11	5.80203e-21	-9.33128e-09
